word,num_syll
осиротелая,6
немая,3
вышина,3
башня,2
белая,3
Утро,2
бездонное,4
Полуявь,3
полусон,3
Забытье,3
неутоленное,6
Дум,1
туманный,3
перезвон,3
Уничтожает,5
пламень,2
Сухую,3
ныне,2
дерево,3
пою,2
одного,3
куска,2
дуба,2
весла,2
рыбака,3
Вбивайте,3
крепче,2
сваи,2
Стучите,3
молотки,3
деревянном,4
рае,2
вещи,2
легки,2
слыхал,2
рассказов,3
Оссиана,4
пробовал,3
старинного,4
Зачем,2
мерещится,4
поляна,3
Шотландии,4
кровавая,4
перекличка,4
ворона,3
арфы,2
чудится,3
зловещей,3
тишине,3
развеваемые,6
шарфы,2
Дружинников,4
получил,3
блаженное,4
певцов,2
блуждающие,5
сны,1
Свое,2
родство,2
скучное,3
соседство,3
презирать,3
заведомо,4
вольны,2
одно,2
сокровище,4
внуков,2
правнукам,3
снова,2
скальд,1
чужую,3
песню,2
сложит,2
свою,2
ее,2
произнесет,4
тень,1
внезапных,3
облаков,3
Морская,3
гостья,2
налетела,4
проскользнув,3
прошелестела,5
Смущенных,3
мимо,2
берегов,3
строго,2
реет,2
Смертельнобледная,6
волна,2
Отпрянула,4
Коснуться,3
берега,3
смеет,2
лодка,2
волнами,3
судия,3
базилика,4
радостный,3
первый,2
Адам,2
распластывая,5
нервы,2
мышцами,3
крестовый,3
свод,1
выдает,3
снаружи,3
план,1
позаботилась,5
подпружных,3
арок,2
сила,2
масса,2
грузная,3
сокрушила,4
свода,2
дерзкого,3
бездействует,4
таран,2
Стихийный,3
лабиринт,3
непостижимый,5
лес,1
готической,4
рассудочная,5
пропасть,2
Египетская,5
мощь,1
христианства,4
робость,2
дуб,1
всюду,2
отвес,2
внимательней,4
твердыня,3
Notre,0
Dame,0
изучал,3
твои,2
чудовищные,5
ребра,2
чаще,2
тяжести,3
недоброй,3
когданибудь,4
прекрасное,4
создам,2
Паденье,3
неизменный,4
спутник,2
страха,2
самый,2
чувство,2
пустоты,3
бросает,3
высоты,3
иго,2
праха,2
деревянной,4
поступью,3
монаха,3
Мощеный,3
двор,1
мерил,2
Булыжники,4
грубые,3
мечты,2
жажда,2
размаха,3
проклят,2
готический,4
потолком,3
входящий,3
обморочен,4
очаге,3
дров,1
жгут,1
Немногие,4
живут,2
мгновенным,3
озабочен,4
жребий,2
страшен,2
непрочен,3
Императорский,5
виссон,2
колесницы,4
черном,2
столицы,3
Столпникангел,4
вознесен,3
арке,2
пловцы,2
Исчезают,4
пешеходы,4
плещутся,3
торцы,2
светла,2
Черножелтый,4
лоскут,2
злится,2
Желчь,1
двуглавого,4
орла,2
певуча,3
милых,2
имен,2
мгновенный,3
ритм,1
случай,2
Неожиданный,5
Аквилон,3
подымет,3
облако,3
пыли,2
Зашумит,3
бумажной,3
листвой,2
совсем,2
вернется,3
другой,2
Орфея,3
уйдешь,2
края,2
несозданный,4
лелея,3
забыл,2
ненужное,4
блуждал,2
игрушечной,4
открыл,2
лазоревый,4
грот,1
Неужели,4
настоящий,4
смерть,1
придет,2
сурово,3
тронь,1
комнате,3
глухого,3
Бетховена,4
горит,2
мучитель,3
Чрезмерной,3
понять,2
исполнитель,4
Испепеленную,6
тетрадь,2
стремительно,4
ступает,3
зеленой,3
шляпою,3
руке,2
кем,1
можно,2
полнее,3
чашу,2
нежности,3
испить,2
ярче,2
Усилье,3
воли,2
освятить,3
покрестьянски,4
фламандца,3
пригласил,3
ритурнель,3
пор,1
кончил,2
танца,2
Пока,2
вышел,2
буйный,2
Дионис,3
муж,1
наивный,3
благодарный,4
дитя,2
перенес,3
негодуя,4
шутя,2
каким,2
глухим,2
собирал,3
князей,2
оброк,2
рассеянным,4
вниманьем,3
фортепьянный,4
шел,1
монашеские,5
кельи,2
Всемирной,3
пророческом,4
весельи,3
Огнепоклонники,6
поют,2
пылает,3
человеке,4
унять,2
никто,2
назвать,2
смели,2
греки,2
чтили,2
неизвестный,4
бог,1
величавой,4
жертвы,2
пламя,2
Полнеба,3
охватил,3
царской,2
Разодран,3
шелковый,3
шатер,2
промежутке,4
воспаленном,4
ничего,3
указал,3
чертоге,3
тронном,2
белой,2
славы,2
пасмурный,3
влажен,2
гулок,2
Хорошо,3
нестрашно,3
одиноких,4
прогулок,3
покорно,3
понесу,3
равнодушной,4
отчизне,3
Дикой,2
уткой,2
взовьется,3
упрек,2
участвую,4
сумрачной,3
одному,3
одинок,3
грянул,2
озером,3
сонным,2
Крылья,2
уток,2
тяжелы,3
двойным,2
бытием,3
отраженным,4
Одурманены,5
сосен,2
стволы,2
тусклое,3
отсветом,3
странным,2
Мировая,4
туманная,4
позволь,2
также,2
туманным,3
Летают,3
валкирии,4
смычки,2
Громоздкая,4
опера,3
концу,2
тяжелыми,4
шубами,3
гайдуки,3
лестницах,3
господ,2
наглухо,3
упасть,2
готов,2
рукоплещет,4
райке,2
глупец,2
Извозчики,4
пляшут,2
вокруг,2
костров,2
Карету,3
такогото,4
Разъезд,2
Конец,2
будешь,2
сниться,2
ослепло,3
сгорел,2
страница,3
дыма,2
пепла,2
детские,3
книги,2
читать,2
думы,2
лелеять,3
большое,3
развеять,3
печали,3
восстать,2
смертельно,3
устал,2
приемлю,3
бедную,3
землю,2
Оттого,3
иной,2
видал,2
качался,3
далеком,3
саду,2
простой,2
качели,3
высокие,4
темные,3
ели,2
Вспоминаю,4
туманном,3
бреду,2
средиземный,4
краб,1
материк,3
широкой,3
Азии,3
Америке,4
привык,2
Слабеет,3
океан,3
Европу,3
омывая,4
Изрезаны,4
живые,3
полуостровов,5
воздушны,3
изваянья,4
женственны,3
заливов,3
Бискайи,3
Генуи,3
ленивая,4
дуга,2
Завоевателей,6
исконная,4
земля,2
Европа,3
рубище,3
Священного,4
союза,3
Пята,2
Испании,4
Италии,4
медуза,3
Польша,2
нежная,3
нету,2
короля,3
цезарей,3
Бонапарта,4
Гусиное,4
перо,2
направил,3
Меттерних,3
Впервые,3
лет,1
Меняется,4
таинственная,5
карта,2
Таким,2
единым,3
моим,2
радость,2
тихую,3
дышать,2
жить,1
благодарить,4
садовник,3
цветок,2
темнице,3
стекла,2
легло,2
Мое,2
дыхание,4
Запечатлеется,6
Неузнаваемый,6
недавних,3
Пускай,2
мгновения,4
стекает,3
муть,1
Узора,3
милого,3
зачеркнуть,3
веселым,3
ржанием,3
пасутся,3
табуны,3
римской,2
ржавчиной,3
окрасилась,4
долина,3
Сухое,3
классической,4
весны,2
Уносит,3
времени,3
прозрачная,4
стремнина,3
Топча,2
осени,3
дубовые,4
листы,2
густо,2
стелются,3
пустынною,4
тропинкой,3
вспомню,2
Цезаря,3
прекрасные,4
черты,2
профиль,2
женственный,3
коварною,4
горбинкой,3
Капитолия,5
Форума,3
вдали,2
увядания,5
спокойного,4
природы,3
Августа,3
краю,2
земли,2
Державным,3
яблоком,3
катящиеся,5
годы,2
старости,3
родился,3
вернулся,3
осень,2
добрая,3
волчицею,4
была,2
август,2
улыбнулся,4
Целый,2
сырой,2
вдыхал,2
смятенье,3
тоске,2
поужинать,4
Золотые,4
кошельке,3
дрожа,2
желтого,3
тумана,3
спустился,3
маленький,3
подвал,2
нигде,2
такого,3
ресторана,4
сброда,2
Мелкие,3
чиновники,4
японцы,3
Теоретики,5
казны,2
прилавком,3
щупает,3
червонцы,3
Будьте,2
любезны,3
разменяйте,4
Убедительно,5
прошу,2
бумажек,3
давайте,3
Трехрублевок,4
выношу,3
пьяною,3
оравой,3
попал,2
сюда,2
Боже,2
имею,3
право,2
вечного,3
романа,3
Аббат,2
Флобера,3
Золя,2
зноя,2
рыжая,3
сутана,3
шляпы,2
круглые,3
поля,2
проходит,3
полдня,2
вдоль,1
межи,2
Влача,2
остаток,3
власти,2
Рима,2
колосьев,3
спелой,2
ржи,1
Храня,2
молчанье,3
приличье,3
должен,2
пить,1
прятать,2
светское,3
обличье,3
Сияющей,4
честь,1
Цицерона,4
перине,3
отходя,3
сну,1
птицы,2
латыни,3
Молились,3
Богу,2
старину,3
Кивком,2
учтивым,3
говоря,3
Католиком,4
умрете,3
Потом,2
вздохнул,2
нынче,2
жарко,2
разговором,4
утомлен,3
Направился,4
каштанам,3
парка,2
обедал,3
Американка,5
двадцать,2
Должна,2
добраться,3
Египта,3
Забыв,2
Титаника,4
совет,2
мрачнее,3
крипта,2
красных,2
небоскребов,4
трубы,2
Холодным,3
тучам,2
отдают,3
Свои,2
прокопченные,5
губы,2
Лувре,2
океана,4
прекрасная,4
мрамор,2
сахарный,3
толочь,2
Влезает,3
белкой,2
понимая,4
Фауста,3
сожалеет,4
Людовик,3
больше,2
троне,2
прихожане,4
дети,2
доски,2
вместо,2
образов,3
мелом,2
Себастьяна,4
Баха,2
значатся,3
псалмов,2
Разноголосица,6
буйных,2
церквах,2
ликуешь,3
Исайя,3
рассудительнейший,6
Бах,1
спорщик,2
Играя,3
внукам,2
хорал,2
Опору,3
духа,2
самом,2
деле,2
доказательстве,5
искал,2
Шестнадцатые,5
доли,2
Органа,3
многосложный,4
воркотня,3
боле,2
несговорчивый,5
лютеранский,4
кафедре,3
твоими,3
гневный,2
собеседник,4
Мешает,3
своих,2
